label,error,replication,eval_seed,episode,baseline_rule,action_random_seed,q_table_size,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t1,risk_window,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
,,10,322345,,FIFO,,,,322345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2796,1436,178,1258,0.8760445682451253,1659.9344939508862,1036.333449031314,12.841325965380715,5096.215072453611,675.0905518747768,1360,-11286.0,162,1794,1794,0,0,0,,1,1,1,1,1,1,1
,,11,323345,,FIFO,,,,323345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2747,1390,109,1281,0.9215827338129496,1747.9297849481536,990.2548295529491,9.889845300335054,5212.606937883842,679.0400894931223,1357,-12176.0,152,1789,1789,0,0,0,,1,1,1,1,1,1,1
,,12,324345,,FIFO,,,,324345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2739,1398,149,1249,0.8934191702432046,1674.3537236156708,1011.7842787227376,11.679415142383341,4833.246658352669,667.8504683679688,1341,-11477.0,159,1796,1796,0,0,0,,1,1,1,1,1,1,1
,,13,325345,,FIFO,,,,325345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2845,1419,137,1282,0.9034531360112755,1755.4058549620947,1044.013500722314,11.314777878645003,5355.044559779565,712.5214284417162,1426,-11936.0,162,1792,1792,0,0,0,,1,1,1,1,1,1,1
,,14,326345,,FIFO,,,,326345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2714,1423,153,1270,0.8924806746310612,1690.345958730796,998.7261100737221,12.17802885191329,5205.161126251864,655.8476414693808,1292,-11602.0,144,1793,1793,0,0,0,,1,1,1,1,1,1,1
,,15,327345,,FIFO,,,,327345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2824,1449,161,1288,0.8888888888888888,1692.332558083424,1027.739133464162,16.544162234716865,5890.039217020687,679.874340613388,1375,-11693.0,141,1799,1799,0,0,0,,1,1,1,1,1,1,1
,,16,328345,,FIFO,,,,328345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2808,1434,140,1294,0.902370990237099,1732.1095764785355,1029.6220601214677,9.866113810889903,5268.027711972402,699.4736899434397,1375,-12047.0,169,1795,1795,0,0,0,,1,1,1,1,1,1,1
,,17,329345,,FIFO,,,,329345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2728,1403,171,1232,0.8781183178902352,1690.4133264818431,1063.3683096784239,9.879101366234648,5178.561068700201,663.5006945720278,1325,-11090.0,160,1793,1793,0,0,0,,1,1,1,1,1,1,1
,,18,330345,,FIFO,,,,330345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2788,1416,124,1292,0.9124293785310734,1787.6374269582475,1023.0234372706964,12.104969750158673,6173.782714255465,690.8315935348065,1375,-12157.0,159,1797,1797,0,0,0,,1,1,1,1,1,1,1
,,19,331345,,FIFO,,,,331345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2771,1410,175,1235,0.875886524822695,1707.1425475474025,1052.062419566215,10.715534145572903,5718.209418028018,674.8082495859195,1361,-11074.0,158,1798,1798,0,0,0,,1,1,1,1,1,1,1
,,20,332345,,FIFO,,,,332345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2856,1395,143,1252,0.8974910394265233,1803.7805536715748,1075.077465303242,11.902551930267954,5378.943842790857,755.1653275563085,1461,-11603.0,171,1795,1795,0,0,0,,1,1,1,1,1,1,1
,,21,333345,,FIFO,,,,333345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2767,1417,155,1262,0.8906139731827806,1644.6321894079117,965.2712823380269,11.350712639490974,4887.657598183383,650.8728119162424,1351,-11544.0,158,1790,1790,0,0,0,,1,1,1,1,1,1,1
,,22,334345,,FIFO,,,,334345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2888,1394,141,1253,0.8988522238163558,1796.8618329468552,1099.816929833695,9.86054462359245,5203.858515488642,760.0117113512035,1494,-11642.0,174,1799,1799,0,0,0,,1,1,1,1,1,1,1
,,23,335345,,FIFO,,,,335345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2673,1432,171,1261,0.880586592178771,1628.8642614796297,1004.4721968599996,11.00075071128366,5684.436094732082,632.0235967755627,1245,-11359.0,153,1796,1796,0,0,0,,1,1,1,1,1,1,1
,,24,336345,,FIFO,,,,336345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2806,1406,134,1272,0.9046941678520626,1800.7519636077782,1061.8647668807155,10.049527712952708,5382.032694391832,713.3039463397516,1403,-11851.0,157,1793,1793,0,0,0,,1,1,1,1,1,1,1
,,25,337345,,FIFO,,,,337345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2803,1421,155,1266,0.8909218859957776,1711.5990296082077,1044.234787370588,14.850662774973113,5955.66389082667,689.7331710976554,1383,-11548.0,146,1792,1792,0,0,0,,1,1,1,1,1,1,1
,,26,338345,,FIFO,,,,338345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2694,1425,184,1241,0.8708771929824561,1597.7135911466821,1007.79795705032,12.919051590771486,4971.7058056587775,613.8474109219278,1270,-10990.0,140,1799,1799,0,0,0,,1,1,1,1,1,1,1
,,27,339345,,FIFO,,,,339345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2788,1438,147,1291,0.8977746870653686,1675.6008672587159,989.2135938649133,18.86643466134458,5241.349543052828,664.704584810291,1352,-11863.0,141,1801,1801,0,0,0,,1,1,1,1,1,1,1
,,28,340345,,FIFO,,,,340345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2915,1441,156,1285,0.8917418459403192,1724.3030101475474,1055.902906330277,11.7425146016126,5163.950747848273,727.0761938933712,1475,-11692.0,134,1797,1797,0,0,0,,1,1,1,1,1,1,1
,,29,341345,,FIFO,,,,341345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,0,simulation ended,2757,1405,144,1261,0.8975088967971531,1766.6702589747779,1057.6586316409387,12.492307912519305,5904.789985712112,711.682168910674,1353,-11683.0,171,1807,1807,0,0,0,,1,1,1,1,1,1,1
,,0,312345,,EDD,,,,312345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2689,1393,161,1232,0.8844221105527639,1641.2300323748002,998.0861439128796,8.950989732365354,4170.975703902404,624.3978118260575,1296,-11190.0,160,1792,0,1792,0,0,,1,1,1,1,1,1,1
,,1,313345,,EDD,,,,313345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2793,1418,148,1270,0.8956276445698167,1710.3399804352346,997.7850539762122,17.187548032176835,4004.7071417732996,667.4593431621073,1375,-11682.0,154,1799,0,1799,0,0,,1,1,1,1,1,1,1
,,2,314345,,EDD,,,,314345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2750,1392,132,1260,0.9051724137931034,1844.3930043745954,1052.4697968959138,9.596951401307663,4729.04189467067,689.5399533529767,1358,-11787.0,169,1797,0,1797,0,0,,1,1,1,1,1,1,1
,,3,315345,,EDD,,,,315345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2797,1416,159,1257,0.8877118644067796,1676.8322380599343,990.5501651803987,11.067006805049784,4072.815186856961,669.7127986507303,1381,-11448.0,156,1797,0,1797,0,0,,1,1,1,1,1,1,1
,,4,316345,,EDD,,,,316345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2787,1418,135,1283,0.9047954866008463,1819.7150235257852,1039.8227852474554,18.396518633717015,4256.788153659084,696.7132521473444,1371,-11915.0,145,1788,0,1788,0,0,,1,1,1,1,1,1,1
,,5,317345,,EDD,,,,317345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2784,1426,150,1276,0.8948106591865358,1763.3897585418456,1059.9721120383024,10.790077922669727,4388.152660783679,683.1246894276989,1360,-11728.0,156,1786,0,1786,0,0,,1,1,1,1,1,1,1
,,6,318345,,EDD,,,,318345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2727,1395,144,1251,0.896774193548387,1777.4387656906613,1061.706431975224,8.83969723567143,4257.262970930262,677.4935475008313,1334,-11574.0,168,1794,0,1794,0,0,,1,1,1,1,1,1,1
,,7,319345,,EDD,,,,319345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2722,1428,149,1279,0.8956582633053222,1675.0962118042635,958.7604356468892,11.613480675584368,4147.169112834617,633.3785771288382,1295,-11774.0,158,1803,0,1803,0,0,,1,1,1,1,1,1,1
,,8,320345,,EDD,,,,320345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2859,1418,137,1281,0.9033850493653033,1844.6727643643853,1086.11648959316,12.505778783697268,4158.177908810396,729.3306873564258,1441,-11890.0,150,1804,0,1804,0,0,,1,1,1,1,1,1,1
,,9,321345,,EDD,,,,321345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2788,1396,136,1260,0.9025787965616046,1849.6306691917641,1097.5276092988497,12.324706307787704,4475.369316412106,710.8544284649198,1392,-11750.0,170,1791,0,1791,0,0,,1,1,1,1,1,1,1
,,10,322345,,EDD,,,,322345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2796,1436,178,1258,0.8760445682451253,1709.8315731828388,1049.6228001601992,12.841325965380715,4145.540177763723,675.0905518747768,1360,-11286.0,162,1794,0,1794,0,0,,1,1,1,1,1,1,1
,,11,323345,,EDD,,,,323345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2747,1390,103,1287,0.9258992805755396,1788.6673341530134,997.3528102042723,9.889845300335054,4145.638775073445,679.0400894931223,1357,-12296.0,152,1789,0,1789,0,0,,1,1,1,1,1,1,1
,,12,324345,,EDD,,,,324345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2739,1398,146,1252,0.8955650929899857,1715.7980161139233,1022.3536557976221,11.679415142383341,4204.897357418035,667.8504683679688,1341,-11537.0,159,1796,0,1796,0,0,,1,1,1,1,1,1,1
,,13,325345,,EDD,,,,325345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2845,1419,136,1283,0.9041578576462297,1798.1475914222963,1041.7751094777673,11.314777878645003,4638.105816936657,712.5214284417162,1426,-11956.0,162,1792,0,1792,0,0,,1,1,1,1,1,1,1
,,14,326345,,EDD,,,,326345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2714,1423,148,1275,0.8959943780744906,1726.6882609325776,1006.2806975309923,11.82614240193756,4143.802686495308,655.8476414693808,1292,-11702.0,144,1793,0,1793,0,0,,1,1,1,1,1,1,1
,,15,327345,,EDD,,,,327345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2824,1449,152,1297,0.8951000690131125,1735.150146354855,1027.1923244812158,16.51933521675658,4454.019792041018,679.874340613388,1375,-11873.0,141,1799,0,1799,0,0,,1,1,1,1,1,1,1
,,16,328345,,EDD,,,,328345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2808,1434,131,1303,0.9086471408647141,1774.884473436978,1039.9719076691406,9.866113810889903,4011.854636484841,699.4736899434397,1375,-12227.0,169,1795,0,1795,0,0,,1,1,1,1,1,1,1
,,17,329345,,EDD,,,,329345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2728,1403,152,1251,0.8916607270135424,1736.5431710811908,1072.366199403341,9.879101366234648,4597.607472056914,663.5006945720278,1325,-11470.0,160,1793,0,1793,0,0,,1,1,1,1,1,1,1
,,18,330345,,EDD,,,,330345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2788,1416,123,1293,0.913135593220339,1828.719096154166,1003.977999450719,12.104969750158673,4452.335922525092,690.8315935348065,1375,-12177.0,159,1797,0,1797,0,0,,1,1,1,1,1,1,1
,,19,331345,,EDD,,,,331345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2771,1410,166,1244,0.8822695035460993,1746.1702877168416,1040.044590060447,9.18877988677093,4177.884004721452,674.8082495859195,1361,-11254.0,158,1798,0,1798,0,0,,1,1,1,1,1,1,1
,,20,332345,,EDD,,,,332345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2856,1395,138,1257,0.9010752688172043,1860.2777873787459,1090.6772133896236,11.902551930267954,4306.8462719708405,755.1653275563085,1461,-11703.0,171,1795,0,1795,0,0,,1,1,1,1,1,1,1
,,21,333345,,EDD,,,,333345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2767,1417,149,1268,0.89484827099506,1684.94975339629,976.1294718517444,11.350712639490974,4178.698283614691,650.8728119162424,1351,-11664.0,158,1790,0,1790,0,0,,1,1,1,1,1,1,1
,,22,334345,,EDD,,,,334345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2888,1394,134,1260,0.9038737446197992,1844.018622700562,1106.1812503863757,9.86054462359245,4306.1065653839405,760.0117113512035,1494,-11782.0,174,1799,0,1799,0,0,,1,1,1,1,1,1,1
,,23,335345,,EDD,,,,335345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2673,1432,168,1264,0.88268156424581,1661.5129289728377,993.6486573783278,11.00075071128366,4107.2016441786,632.0235967755627,1245,-11419.0,153,1796,0,1796,0,0,,1,1,1,1,1,1,1
,,24,336345,,EDD,,,,336345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2806,1406,130,1276,0.9075391180654339,1848.0799192173022,1066.2543353523886,10.049527712952708,4861.01357406577,713.3039463397516,1403,-11931.0,157,1793,0,1793,0,0,,1,1,1,1,1,1,1
,,25,337345,,EDD,,,,337345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2803,1421,150,1271,0.8944405348346235,1750.3846623065429,1049.778472967901,10.287700534497965,4239.817095707055,689.7331710976554,1383,-11648.0,146,1792,0,1792,0,0,,1,1,1,1,1,1,1
,,26,338345,,EDD,,,,338345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2694,1425,193,1232,0.864561403508772,1634.591518159355,1017.9579653527617,12.619527665270262,4727.641659764976,613.8474109219278,1270,-10810.0,140,1799,0,1799,0,0,,1,1,1,1,1,1,1
,,27,339345,,EDD,,,,339345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2788,1438,143,1295,0.9005563282336578,1710.404868566793,993.2349770089196,12.971094116126267,4175.144416362314,664.704584810291,1352,-11943.0,141,1801,0,1801,0,0,,1,1,1,1,1,1,1
,,28,340345,,EDD,,,,340345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2915,1441,151,1290,0.8952116585704372,1759.6117514224131,1052.0783600592713,11.439374389418877,4673.540492161333,727.0761938933712,1475,-11792.0,134,1797,0,1797,0,0,,1,1,1,1,1,1,1
,,29,341345,,EDD,,,,341345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,1,simulation ended,2757,1405,143,1262,0.898220640569395,1812.562953282016,1059.151380286706,12.492307912519305,4276.655089933265,711.682168910674,1353,-11703.0,171,1807,0,1807,0,0,,1,1,1,1,1,1,1
,,0,312345,,Longest Waiting Time,,,,312345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2689,1393,166,1227,0.8808327351040919,1608.2795388999784,1010.1148992551176,8.950989732365354,5175.350617502007,624.3978118260575,1296,-11090.0,160,1792,0,0,1792,0,,1,1,1,1,1,1,1
,,1,313345,,Longest Waiting Time,,,,313345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2793,1418,148,1270,0.8956276445698167,1661.0623639166733,974.1553336104785,17.187548032176835,4964.85192290275,667.4593431621073,1375,-11682.0,154,1799,0,0,1799,0,,1,1,1,1,1,1,1
,,2,314345,,Longest Waiting Time,,,,314345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2750,1392,143,1249,0.8972701149425287,1805.896278430041,1068.7467620674618,12.633594345573625,5454.156612446792,689.5399533529767,1358,-11567.0,169,1797,0,0,1797,0,,1,1,1,1,1,1,1
,,3,315345,,Longest Waiting Time,,,,315345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2797,1416,157,1259,0.8891242937853108,1642.218693802744,999.5155402931792,11.067006805049784,4901.548983007093,669.7127986507303,1381,-11488.0,156,1797,0,0,1797,0,,1,1,1,1,1,1,1
,,4,316345,,Longest Waiting Time,,,,316345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2787,1418,142,1276,0.8998589562764457,1787.7296642262645,1044.5611259870022,18.396518633717015,5282.625712694195,696.7132521473444,1371,-11775.0,145,1788,0,0,1788,0,,1,1,1,1,1,1,1
,,5,317345,,Longest Waiting Time,,,,317345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2784,1426,145,1281,0.8983169705469846,1715.5057213221053,1050.2428126293025,10.790077922669727,5330.272931172495,683.1246894276989,1360,-11828.0,156,1786,0,0,1786,0,,1,1,1,1,1,1,1
,,6,318345,,Longest Waiting Time,,,,318345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2727,1395,144,1251,0.896774193548387,1736.3869315732627,1059.4714510852255,8.83969723567143,5285.058925169001,677.4935475008313,1334,-11574.0,168,1794,0,0,1794,0,,1,1,1,1,1,1,1
,,7,319345,,Longest Waiting Time,,,,319345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2722,1428,149,1279,0.8956582633053222,1639.247162857814,968.2121332500668,11.613480675584368,4871.890338508866,633.3785771288382,1295,-11774.0,158,1803,0,0,1803,0,,1,1,1,1,1,1,1
,,8,320345,,Longest Waiting Time,,,,320345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2859,1418,144,1274,0.8984485190409027,1804.7680830302174,1097.7733973854588,14.103620939431089,6254.411263363674,729.3306873564258,1441,-11750.0,150,1804,0,0,1804,0,,1,1,1,1,1,1,1
,,9,321345,,Longest Waiting Time,,,,321345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2788,1396,143,1253,0.8975644699140402,1788.0504266709524,1068.2136716801408,12.324706307787704,5378.780405558808,710.8544284649198,1392,-11610.0,170,1791,0,0,1791,0,,1,1,1,1,1,1,1
,,10,322345,,Longest Waiting Time,,,,322345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2796,1436,178,1258,0.8760445682451253,1659.9344939508862,1036.333449031314,12.841325965380715,5096.215072453611,675.0905518747768,1360,-11286.0,162,1794,0,0,1794,0,,1,1,1,1,1,1,1
,,11,323345,,Longest Waiting Time,,,,323345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2747,1390,109,1281,0.9215827338129496,1747.9297849481536,990.2548295529491,9.889845300335054,5212.606937883842,679.0400894931223,1357,-12176.0,152,1789,0,0,1789,0,,1,1,1,1,1,1,1
,,12,324345,,Longest Waiting Time,,,,324345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2739,1398,149,1249,0.8934191702432046,1674.3537236156708,1011.7842787227376,11.679415142383341,4833.246658352669,667.8504683679688,1341,-11477.0,159,1796,0,0,1796,0,,1,1,1,1,1,1,1
,,13,325345,,Longest Waiting Time,,,,325345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2845,1419,137,1282,0.9034531360112755,1755.4058549620947,1044.013500722314,11.314777878645003,5355.044559779565,712.5214284417162,1426,-11936.0,162,1792,0,0,1792,0,,1,1,1,1,1,1,1
,,14,326345,,Longest Waiting Time,,,,326345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2714,1423,153,1270,0.8924806746310612,1690.345958730796,998.7261100737221,12.17802885191329,5205.161126251864,655.8476414693808,1292,-11602.0,144,1793,0,0,1793,0,,1,1,1,1,1,1,1
,,15,327345,,Longest Waiting Time,,,,327345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2824,1449,161,1288,0.8888888888888888,1692.332558083424,1027.739133464162,16.544162234716865,5890.039217020687,679.874340613388,1375,-11693.0,141,1799,0,0,1799,0,,1,1,1,1,1,1,1
,,16,328345,,Longest Waiting Time,,,,328345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2808,1434,140,1294,0.902370990237099,1732.1095764785355,1029.6220601214677,9.866113810889903,5268.027711972402,699.4736899434397,1375,-12047.0,169,1795,0,0,1795,0,,1,1,1,1,1,1,1
,,17,329345,,Longest Waiting Time,,,,329345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2728,1403,171,1232,0.8781183178902352,1690.4133264818431,1063.3683096784239,9.879101366234648,5178.561068700201,663.5006945720278,1325,-11090.0,160,1793,0,0,1793,0,,1,1,1,1,1,1,1
,,18,330345,,Longest Waiting Time,,,,330345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2788,1416,124,1292,0.9124293785310734,1787.6374269582475,1023.0234372706964,12.104969750158673,6173.782714255465,690.8315935348065,1375,-12157.0,159,1797,0,0,1797,0,,1,1,1,1,1,1,1
,,19,331345,,Longest Waiting Time,,,,331345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2771,1410,175,1235,0.875886524822695,1707.1425475474025,1052.062419566215,10.715534145572903,5718.209418028018,674.8082495859195,1361,-11074.0,158,1798,0,0,1798,0,,1,1,1,1,1,1,1
,,20,332345,,Longest Waiting Time,,,,332345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2856,1395,143,1252,0.8974910394265233,1803.7805536715748,1075.077465303242,11.902551930267954,5378.943842790857,755.1653275563085,1461,-11603.0,171,1795,0,0,1795,0,,1,1,1,1,1,1,1
,,21,333345,,Longest Waiting Time,,,,333345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2767,1417,155,1262,0.8906139731827806,1644.6321894079117,965.2712823380269,11.350712639490974,4887.657598183383,650.8728119162424,1351,-11544.0,158,1790,0,0,1790,0,,1,1,1,1,1,1,1
,,22,334345,,Longest Waiting Time,,,,334345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2888,1394,141,1253,0.8988522238163558,1796.8618329468552,1099.816929833695,9.86054462359245,5203.858515488642,760.0117113512035,1494,-11642.0,174,1799,0,0,1799,0,,1,1,1,1,1,1,1
,,23,335345,,Longest Waiting Time,,,,335345,7200.0,4,8,0.9,0.0,120.0,120.0,baseline,False,2,simulation ended,2673,1432,171,1261,0.880586592178771,1628.8642614796297,1004.4721968599996,11.00075071128366,5684.436094732082,632.0235967755627,1245,-11359.0,153,1796,0,0,1796,0,,1,1,1,1,1,1,1
