replication,eval_seed,objective_value,q_table_size,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,label,error,episode,baseline_rule,action_random_seed,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
0,312345,-508.0,18,0.3220550875365734,0.8607261352241039,0.9992637801135891,0.08682622757740319,45.18554946407676,282.50871897675097,,,,,,,312345,1440.0,4,8,0.9,327.6942684408277,q_learning,False,,simulation ended,487,271,166,105,0.3874538745387454,313.7283619553679,186.67362729154814,8.950989732365354,715.6278352189337,109.3254777929539,217,508.0,34,350,65,117,49,119,0.9638452257452105,1,1,1,1,1,1,1
