replication,eval_seed,objective_value,q_table_size,alpha,gamma,target_final_epsilon,risk_t1,risk_window,epsilon_decay,epsilon_min,label,error,episode,baseline_rule,action_random_seed,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
0,312345,-848.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,312345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,487,271,183,88,0.3247232472324723,310.5613309715242,185.2226993703999,8.950989732365354,997.6433225851245,109.3254777929539,217,848.0,34,350,180,40,27,103,0.0005000000000001874,1,1,1,1,1,1,1
1,313345,-447.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,313345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,562,280,167,113,0.4035714285714286,335.2000756054481,201.36584287929475,11.817236253798981,1088.4022945918748,135.416784777984,282,447.0,31,357,199,66,13,79,0.0005000000000001874,1,1,1,1,1,1,1
2,314345,-187.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,314345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,561,276,152,124,0.4492753623188406,365.4077416101423,218.96245417178199,9.596951401307663,794.4874481169156,148.05837788147468,286,187.0,31,359,219,57,12,71,0.0005000000000001874,1,1,1,1,1,1,1
3,315345,-574.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,315345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,526,288,176,112,0.3888888888888889,330.1285328913026,202.73786701803348,11.067006805049784,950.6175290659335,124.84367175576061,239,574.0,22,359,179,61,9,110,0.0005000000000001874,1,1,1,1,1,1,1
4,316345,-51.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,316345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,584,281,148,133,0.47330960854092524,361.3692820143409,213.2297075487689,18.396518633717015,1055.8085101943752,152.08948657422883,304,51.0,33,357,206,47,35,69,0.0005000000000001874,1,1,1,1,1,1,1
5,317345,-440.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,317345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,527,277,165,112,0.4043321299638989,334.4698413919339,199.36711810176382,10.790077922669727,1021.0136416543834,126.39784038075321,251,440.0,30,352,203,52,17,80,0.0005000000000001874,1,1,1,1,1,1,1
6,318345,-187.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,318345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,552,282,155,127,0.450354609929078,347.7004677474524,206.52256380371406,8.83969723567143,1053.7369070714562,130.76134924175673,271,187.0,31,360,202,48,17,93,0.0005000000000001874,1,1,1,1,1,1,1
7,319345,-327.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,319345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,552,278,160,118,0.4244604316546763,339.7538873876671,198.6497670371668,11.613480675584368,1044.3458508285476,132.63484639295993,274,327.0,31,357,208,35,25,89,0.0005000000000001874,1,1,1,1,1,1,1
8,320345,-137.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,320345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,567,283,153,130,0.45936395759717313,362.7216417656367,229.22648105309753,12.505778783697268,1066.0812896093398,150.57266652830006,285,137.0,31,358,198,20,36,104,0.0005000000000001874,1,1,1,1,1,1,1
9,321345,-224.0,25,0.0069629456870716,0.8913483713073416,0.0005,175.214912,758.004,0.999240198549462,0.0005,,,,,,,321345,1440.0,4,8,0.9,933.218912,q_learning,False,,simulation ended,572,276,154,122,0.4420289855072464,346.0631420939655,203.89866362094352,12.324706307787704,956.3545582091127,142.01650264372986,297,224.0,32,354,211,24,42,77,0.0005000000000001874,1,1,1,1,1,1,1
