method,run_index,trial_index,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity,objective_mean,objective_std,n_valid_replications,n_orders_completed_mean,n_orders_in_date_mean,n_orders_late_mean,n_orders_created_mean,n_orders_incomplete_mean,late_order_fraction_mean,time_in_system_mean_mean,time_in_system_std_mean,wip_time_in_system_mean_mean,wip_time_in_system_std_mean,wip_time_in_system_min_mean,wip_time_in_system_max_mean,wip_mean_mean,work_in_progress_mean_mean,completed_norm_mean,late_total_norm_mean,on_time_loss_norm_mean,station_capacity_norm_mean,worker_capacity_norm_mean,time_in_system_mean_norm_mean,time_in_system_std_norm_mean,objective_completed_contribution_mean,objective_late_contribution_mean,objective_station_capacity_contribution_mean,objective_worker_capacity_contribution_mean,objective_time_mean_contribution_mean,objective_time_std_contribution_mean,best_objective_so_far
random_search,5,0,1,5,4,1,2,3,9,1.4187513829797416,0.21688368390257726,30,709.7333333333333,587.0,122.73333333333333,1001.2666666666667,291.53333333333336,0.1729254928050033,222.35927428789776,115.6621586846627,211.8155051458128,121.62948798158355,1.523667032604491,426.41782121957834,152.74141482589906,152.74141482589906,0.7094846305836414,0.41224190293301727,0.41224190293301727,0.4166666666666666,0.888888888888889,0.6176646507997159,0.321283774124063,-0.7094846305836414,1.2367257087990522,0.3333333333333334,0.3111111111111111,0.2470658603198864,0.0,1.4187513829797416
random_search,5,1,1,4,3,3,2,2,7,1.2830648427866091,0.1757863686489077,30,708.9666666666667,594.5333333333333,114.43333333333334,1002.0,293.03333333333336,0.1614107057302925,217.05855878746308,113.01652469598513,206.19633681865707,118.72358290174368,1.506310831210817,411.6286276421311,149.0371354450781,149.0371354450781,0.7081085127876608,0.4055546152701408,0.40555461527014075,0.375,0.6666666666666669,0.6029404410762865,0.31393479082218095,-0.7081085127876608,1.2166638458104224,0.3000000000000001,0.23333333333333334,0.24117617643051456,0.0,1.2830648427866091
random_search,5,2,5,1,3,1,4,5,10,3.6794315381604425,0.041963918239365364,30,322.3666666666667,112.63333333333334,209.73333333333332,1001.0,678.6333333333333,0.6506451858810401,500.57732838759836,277.73413021102783,488.0618856913739,283.6268864906129,0.8161583661361722,979.9349818417729,342.2307343605364,342.2307343605364,0.32237460033201804,0.8874252578724501,0.8874252578724501,0.5416666666666665,1.0,1.3904925788544398,0.7714836950306327,-0.32237460033201804,2.662275773617351,0.4333333333333334,0.34999999999999987,0.5561970315417759,0.0,1.2830648427866091
random_search,5,3,3,2,5,5,2,2,7,2.0476883295642003,0.2152329740118612,30,629.0666666666667,425.4,203.66666666666666,994.0,364.93333333333334,0.32415235532069897,271.94833370965523,148.30475239361326,261.8622901796236,153.34521695443695,1.5229929238337263,528.5252053834507,185.49824351593415,185.49824351593415,0.633495995089307,0.5707842809179635,0.5707842809179635,0.5416666666666665,0.6666666666666669,0.7554120380823758,0.4119576455378146,-0.633495995089307,1.7123528427538903,0.4333333333333334,0.23333333333333334,0.3021648152329503,0.0,1.2830648427866091
random_search,5,4,2,1,4,5,1,2,5,3.337166796129486,0.053574035436120195,30,319.43333333333334,115.76666666666667,203.66666666666666,1000.4333333333333,681.0,0.6376587027353376,494.2454449944265,276.45956685485163,485.15559727608064,279.876924426766,1.3482063613780004,974.4400141562202,339.2560692923138,339.2560692923138,0.3196970352098188,0.8840488900781288,0.8840488900781288,0.375,0.4444444444444445,1.372904013873407,0.7679432412634762,-0.3196970352098188,2.6521466702343863,0.3000000000000001,0.15555555555555556,0.5491616055493629,0.0,1.2830648427866091
random_search,5,5,5,2,5,4,5,2,4,2.061700389163959,0.2092567183280909,30,630.6666666666666,424.76666666666665,205.9,991.8666666666667,361.2,0.32677411420578434,273.6378654944029,146.33692421376435,260.81954585756114,151.10101049367452,1.1848570752775534,524.7526847198876,185.6374925450634,185.6374925450634,0.6366129617976735,0.57031264828558,0.57031264828558,0.7083333333333331,0.3333333333333334,0.7601051819288969,0.40649145614934545,-0.6366129617976735,1.7109379448567401,0.5666666666666667,0.11666666666666667,0.30404207277155876,0.0,1.2830648427866091
random_search,5,6,3,1,1,4,1,1,5,3.2095529057673944,0.050000694688227584,30,295.93333333333334,110.3,185.63333333333333,996.5333333333333,700.6,0.584329339575803,464.66159348920394,259.35115965673083,501.32179138895174,291.78110691127614,1.9419584685741331,1010.9756989827413,346.61869344578776,346.61869344578776,0.2967130984352149,0.8892510408493128,0.8892510408493128,0.2083333333333333,0.4444444444444445,1.290726648581122,0.7204198879353635,-0.2967130984352149,2.6677531225479383,0.1666666666666667,0.15555555555555556,0.5162906594324488,0.0,1.2830648427866091
random_search,5,7,3,2,3,4,1,1,1,3.191568057929809,0.0686437593608384,30,137.63333333333333,76.83333333333333,60.8,989.4666666666667,851.8333333333334,0.29804526329187436,268.1944114080148,147.6006732840507,619.6690285439034,356.06278140262907,1.4745973421360834,1242.5823594471256,404.6096845822401,404.6096845822401,0.1395771439570766,0.9221615815889568,0.9221615815889568,0.3333333333333334,0.0,0.7449844761333746,0.4100018702334743,-0.1395771439570766,2.76648474476687,0.26666666666666666,0.0,0.2979937904533497,0.0,1.2830648427866091
random_search,5,8,5,5,5,3,2,5,4,1.4729032214970965,1.3964449482064463,30,569.6333333333333,569.6333333333333,0.0,991.8,422.1666666666667,0.0,25.14762594689772,8.294620904386758,307.395082510521,177.72647106170092,1.380092416583049,623.6746127115928,159.21950505813612,159.21950505813612,0.5762596462776418,0.4237403537223582,0.4237403537223582,0.7916666666666669,0.3333333333333334,0.06985451651916033,0.02304061362329655,-0.5762596462776418,1.2712210611670747,0.6333333333333332,0.11666666666666667,0.027941806607664134,0.0,1.2830648427866091
random_search,5,9,1,2,3,1,4,1,1,3.235644266095533,0.04927318961633263,30,274.8,91.83333333333333,182.96666666666667,995.1666666666666,720.3666666666667,0.665790901609012,530.3967274590333,295.88410991619287,521.7505400038951,300.13599988694864,1.5408086618363692,1047.2935607312183,362.3649517304742,362.3649517304742,0.2764193616413104,0.90757797685338,0.90757797685338,0.25,0.0,1.4733242429417592,0.8219003053227582,-0.2764193616413104,2.7227339305601403,0.20000000000000007,0.0,0.5893296971767037,0.0,1.2830648427866091
