trial_index,alpha,gamma,target_final_epsilon,risk_t1,risk_window,epsilon_decay,epsilon_min,objective_mean,objective_std,best_objective_so_far,total_reward_mean,total_reward_std,late_order_fraction_mean,n_valid_replications,best_training_reward,best_training_episode,best_training_seed,q_table_size,trial_dir
0,0.33571658954024314,0.35368744730949403,0.17207494497299194,175.214912,758.004,0.9825556931504772,0.17207494497299194,-214.2,272.07547972330525,-214.2,214.2,272.07547972330525,0.44505512881145676,10,901.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_000
1,0.4469295084895566,0.6314877074211835,0.10911600690335037,175.214912,758.004,0.9780901485225851,0.10911600690335037,-206.2,192.45132140650819,-214.2,206.2,192.45132140650819,0.4464841108742591,10,681.0,91,303345,22,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_001
2,0.621270918995142,0.44706251779571177,0.142706632129848,175.214912,758.004,0.9807186666139265,0.142706632129848,-106.2,219.04276599178831,-214.2,106.2,219.04276599178831,0.4643167676015098,10,821.0,91,303345,21,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_002
3,0.15729766017291694,0.913083851383999,0.055665525682270525,175.214912,758.004,0.9715292111542789,0.055665525682270525,-134.2,187.90825184411437,-214.2,134.2,187.90825184411437,0.45936754678036806,10,781.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_003
4,0.03932132384274154,0.5389331917278468,0.08447665728628637,175.214912,758.004,0.9755900609902411,0.08447665728628637,-118.2,111.04033301262905,-214.2,118.2,111.04033301262905,0.4623178333531451,10,1021.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_004
5,0.5906996184587479,0.8225928554777056,0.19671458050608634,175.214912,758.004,0.9838714661361333,0.19671458050608634,-186.2,232.23015403785197,-214.2,186.2,232.23015403785197,0.44996265655239664,10,821.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_005
6,0.5391562149738028,0.95,0.02,175.214912,758.004,0.9616350847573034,0.02,-214.2,231.94482102431172,-214.2,214.2,231.94482102431172,0.4449813721708112,10,1021.0,91,303345,21,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_006
7,0.34423209103663654,0.95,0.22,175.214912,758.004,0.9849727754527325,0.22,-140.2,285.70412045408875,-214.2,140.2,285.70412045408875,0.4581492691674181,10,941.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_007
8,0.3991752374405983,0.2,0.02,175.214912,758.004,0.9616350847573034,0.02,-172.2,238.45651828186854,-214.2,172.2,238.45651828186854,0.4523735454839534,10,1101.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_008
9,0.7,0.95,0.02,175.214912,758.004,0.9616350847573034,0.02,-170.2,228.9496790903092,-214.2,170.2,228.9496790903092,0.4529407888753029,10,1041.0,91,303345,22,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_009
10,0.7,0.2,0.02,175.214912,758.004,0.9616350847573034,0.02,-146.2,220.93176422697675,-214.2,146.2,220.93176422697675,0.45735575571032133,10,741.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_010
11,0.005,0.2,0.22,175.214912,758.004,0.9849727754527325,0.22,-276.2,180.1781834123593,-276.2,276.2,180.1781834123593,0.43394044264179293,10,1121.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_011
12,0.17316847634483884,0.2,0.22,175.214912,758.004,0.9849727754527325,0.22,-90.2,243.04585758430213,-276.2,90.2,243.04585758430213,0.4670352269483793,10,1101.0,91,303345,21,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_012
13,0.005,0.48130733533229964,0.22,175.214912,758.004,0.9849727754527325,0.22,-308.2,250.0154661882607,-308.2,308.2,250.0154661882607,0.4280991488041638,10,1241.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_013
14,0.005,0.9410990102884211,0.22,175.214912,758.004,0.9849727754527325,0.22,-64.2,178.94306977981074,-308.2,64.2,178.94306977981074,0.4719081641249357,10,1121.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_014
15,0.005,0.34071609657246377,0.19188981263331592,175.214912,758.004,0.9836271762576748,0.19188981263331592,-232.2,203.09647406535095,-308.2,232.2,203.09647406535095,0.4419230634669463,10,1161.0,91,303345,20,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_015
16,0.4027094775673852,0.8573348250515076,0.036367185116260574,175.214912,758.004,0.9674022583068881,0.036367185116260574,-178.2,167.18904801983226,-308.2,178.2,167.18904801983226,0.4513368988666378,10,821.0,91,303345,21,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_016
17,0.5243395277904409,0.95,0.11691281964161004,175.214912,758.004,0.9787654292786453,0.11691281964161004,-140.2,219.39350744976736,-308.2,140.2,219.39350744976736,0.45826107936922983,10,1101.0,91,303345,22,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc50x100_2/stage1/trial_017
