replication,eval_seed,objective_value,q_table_size,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,label,error,episode,baseline_rule,action_random_seed,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
0,312345,-268.0,18,0.24840857982635497,0.7594258129596709,0.9997223559886217,0.016515138670802117,-29.29695188999176,40.67402724176645,,,,,,,312345,1440.0,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,487,271,154,117,0.4317343173431734,313.9424945720195,184.60030870072163,8.950989732365354,831.3079023721921,109.3254777929539,217,268.0,34,350,73,161,29,87,0.9862118118980842,1,1,1,1,1,1,1
