stage,trial_index,final_config_rank,replication,eval_seed,objective_value,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,label,error,episode,baseline_rule,action_random_seed,q_table_size,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
stage1_bo,0,,10,322345,-261.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,322345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,561,297,165,132,0.4444444444444444,314.81934908364445,207.54236768181002,12.841325965380715,764.931378113352,126.82927581498983,264,261.0,23,351,28,186,105,32,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,11,323345,609.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,323345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,527,255,102,153,0.6,406.2612620516114,222.15376651606215,9.889845300335054,854.5521811468741,148.23287656560672,274,-609.0,33,351,89,252,1,9,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,12,324345,-65.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,324345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,539,278,146,132,0.4748201438848921,330.2940293804046,177.0056546973783,11.679415142383341,758.8452465722193,120.2577648862026,262,65.0,25,358,41,267,2,48,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,13,325345,170.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,325345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,573,278,135,143,0.5143884892086331,371.4482940236927,220.95302602092,11.314777878645003,865.1049216927124,150.52665345943666,295,-170.0,30,357,48,288,3,18,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,14,326345,-28.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,326345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,535,281,147,134,0.47686832740213525,350.25084092989187,209.03029123307996,11.82614240193756,839.1500322213026,133.06154947202782,255,28.0,34,357,47,297,4,9,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,15,327345,77.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,327345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,556,294,146,148,0.5034013605442177,353.17782046379256,213.38882559327627,16.51933521675658,790.7865339608679,136.6186340765332,264,-77.0,19,357,63,228,5,61,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,16,328345,346.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,328345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,528,276,127,149,0.5398550724637681,348.483956143575,192.46929301967575,9.866113810889903,776.1078432060004,129.12384642981777,252,-346.0,42,355,123,203,5,24,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,17,329345,-101.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,329345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,512,284,152,132,0.4647887323943662,313.65789211972316,190.25420380485255,9.879101366234648,859.7928531946501,110.08996564603814,229,101.0,33,358,10,326,1,21,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,18,330345,464.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,330345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,613,276,119,157,0.5688405797101449,408.1536067111821,237.52495203951892,12.104969750158673,913.3327686285585,175.8695387715625,338,-464.0,28,355,11,338,3,3,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,19,331345,-456.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,331345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,528,278,166,112,0.4028776978417266,314.12311881223445,208.78154264035507,10.715534145572903,831.8707867754866,122.75888545668477,250,456.0,28,358,0,324,10,24,0.023754181638360024,1,1,1,1,1,1,1
stage1_bo,0,,20,332345,149.0,0.24840857982635497,0.7594258129596709,0.9951314570248126,0.023754181638360024,-29.29695188999176,40.67402724176645,,,,,,,,332345,1440,4,8,0.9,11.377075351774693,q_learning,False,,simulation ended,595,283,139,144,0.508833922261484,377.66379237982846,225.42725952588432,11.902551930267954,839.5290482757846,159.54872356859133,313,-149.0,33,355,0,278,56,21,0.023754181638360024,1,1,1,1,1,1,1
