stage,trial_index,final_config_rank,replication,eval_seed,objective_value,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,label,error,episode,baseline_rule,action_random_seed,q_table_size,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
stage1_bo,2,,0,312345,-608.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,312345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,487,271,171,100,0.36900369003690037,310.90964074570076,179.25797595431362,8.950989732365354,711.8391822041984,109.3254777929539,217,608.0,34,350,39,117,151,43,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,1,313345,-227.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,313345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,562,280,156,124,0.44285714285714284,337.5387606421415,202.48974936024234,17.187548032176835,990.1744827411269,135.416784777984,282,227.0,31,357,3,89,189,76,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,2,314345,93.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,314345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,561,276,138,138,0.5,366.32830675501316,222.33834687024253,12.633594345573625,813.875353681301,148.05837788147468,286,-93.0,31,359,1,166,23,169,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,3,315345,-234.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,315345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,526,288,159,129,0.4479166666666667,333.67602910605103,207.2605753040302,11.067006805049784,773.0883273584673,124.84367175576061,239,234.0,22,359,33,225,45,56,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,4,316345,169.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,316345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,584,281,137,144,0.5124555160142349,365.4369779716035,215.69854623148268,18.396518633717015,987.0113955469237,152.08948657422883,304,-169.0,33,357,5,162,39,151,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,5,317345,-140.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,317345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,527,277,150,127,0.4584837545126354,339.438569228335,204.11920470118048,10.790077922669727,826.5641568825887,126.39784038075321,251,140.0,30,352,51,196,24,81,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,6,318345,-7.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,318345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,552,282,146,136,0.48226950354609927,347.9127402748361,206.36060866523314,8.83969723567143,1085.9690673590842,130.76134924175673,271,7.0,31,360,29,17,115,199,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,7,319345,-187.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,319345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,552,278,153,125,0.44964028776978415,340.85237269235324,199.5217208883544,11.613480675584368,983.7717102060137,132.63484639295993,274,187.0,31,357,49,89,26,193,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,8,320345,203.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,320345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,567,283,136,147,0.519434628975265,363.0698773941649,221.27270355539358,12.505778783697268,963.9561495141293,150.57266652830006,285,-203.0,31,358,108,88,61,101,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,9,321345,36.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,321345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,572,276,141,135,0.4891304347826087,347.67675566253104,206.08443291542181,12.324706307787704,991.9676256944584,142.01650264372986,297,-36.0,32,354,180,23,58,93,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,10,322345,-621.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,322345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,561,297,183,114,0.3838383838383838,313.02041205887707,202.20378177352876,12.841325965380715,891.522175947983,126.82927581498983,264,621.0,23,351,0,16,59,276,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,11,323345,529.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,323345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,527,255,106,149,0.5843137254901961,402.5994607852746,217.87902943803778,9.889845300335054,1098.5503124175107,148.23287656560672,274,-529.0,33,351,0,14,37,300,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,12,324345,75.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,324345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,539,278,139,139,0.5,332.13220470244676,176.70602105112107,11.679415142383341,681.1487085057661,120.2577648862026,262,-75.0,25,358,65,20,53,220,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,13,325345,110.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,325345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,573,278,138,140,0.5035971223021583,366.90470405983484,209.71558547677083,11.314777878645003,1073.9568298527256,150.52665345943666,295,-110.0,30,357,87,21,49,200,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,14,326345,92.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,326345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,535,281,141,140,0.498220640569395,345.01404331999566,202.93452949756266,12.17802885191329,1023.8561121926606,133.06154947202782,255,-92.0,34,357,20,10,93,234,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,15,327345,-143.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,327345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,556,294,157,137,0.46598639455782315,350.64791098190693,207.44301096244914,16.51933521675658,1074.0381673572563,136.6186340765332,264,143.0,19,357,36,7,109,205,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,16,328345,166.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,328345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,528,276,136,140,0.5072463768115942,347.2103517408203,191.8421044067269,9.866113810889903,1045.2729907929752,129.12384642981777,252,-166.0,42,355,116,9,25,205,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,17,329345,-121.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,329345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,512,284,153,131,0.4612676056338028,309.9645519834355,182.81952742649744,9.879101366234648,898.0523319367101,110.08996564603814,229,121.0,33,358,34,15,107,202,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,18,330345,384.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,330345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,613,276,123,153,0.5543478260869565,403.9360447229541,228.43331771822002,12.104969750158673,1121.1182366735895,175.8695387715625,338,-384.0,28,355,31,3,104,217,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,19,331345,-416.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,331345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,528,278,164,114,0.41007194244604317,313.17420799189443,198.28422392677862,10.715534145572903,919.3149541068659,122.75888545668477,250,416.0,28,358,21,14,131,192,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,20,332345,189.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,332345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,595,283,137,146,0.5159010600706714,370.5712067902289,211.57120276183628,11.902551930267954,1038.5327876647723,159.54872356859133,313,-189.0,33,355,39,64,80,172,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,21,333345,26.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,333345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,531,272,141,131,0.48161764705882354,326.1188308570609,207.53951612723398,11.350712639490974,796.7539336803873,123.75041321105593,262,-26.0,42,348,36,219,87,6,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,22,334345,409.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,334345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,554,283,126,157,0.5547703180212014,376.04771392683165,206.70984438960707,9.86054462359245,740.966616789863,142.12413425519992,272,-409.0,33,359,139,129,89,2,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,23,335345,-485.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,335345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,521,283,171,112,0.3957597173144876,301.30822539968597,181.12746937043593,11.00075071128366,965.5252264366957,114.11354165497497,238,485.0,35,357,216,9,130,2,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,24,336345,116.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,336345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,576,279,137,142,0.5089605734767025,375.5398315495749,205.17384819668717,10.049527712952708,959.9002782261837,149.7635530452347,297,-116.0,22,359,266,60,21,12,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,25,337345,-42.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,337345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,558,288,150,138,0.4791666666666667,337.1463570192704,193.70006183710885,14.850662774973113,971.184709474024,134.83492285531082,270,42.0,26,356,181,75,82,18,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,26,338345,-963.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,338345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,505,283,194,89,0.31448763250883394,271.335536192954,162.87288247432957,12.619527665270262,585.8950648464725,101.01474452687904,223,963.0,29,358,144,101,111,2,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,27,339345,-170.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,339345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,556,280,153,127,0.45357142857142857,334.6957431470646,206.20200889096037,18.86643466134458,1137.122440762825,132.8785693544596,278,170.0,30,358,197,86,66,9,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,28,340345,6.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,340345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,570,290,148,142,0.4896551724137931,349.04265533602535,188.37331635487726,11.7425146016126,950.0732183181346,135.13095355104335,280,-6.0,22,357,153,132,72,0,0.09198489381931722,1,1,1,1,1,1,1
stage1_bo,2,,29,341345,216.0,0.46879510521888734,0.8330836376268417,0.9948559597533196,0.09198489381931722,94.69089651480317,269.9492330197245,,,,,,,,341345,1440,4,8,0.9,364.64012953452766,q_learning,False,,simulation ended,572,286,137,149,0.5209790209790209,365.8593069710719,208.16634372187858,12.492307912519305,804.7527938141302,146.04426334596488,287,-216.0,32,360,7,263,88,2,0.09198489381931722,1,1,1,1,1,1,1
