label,error,replication,eval_seed,episode,baseline_rule,action_random_seed,q_table_size,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t1,risk_window,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
,,,,0,,,9,113.0,212345,1440,4,8,0.9,0.0,120.0,120.0,q_learning,True,,simulation ended,563,278,149,129,0.46402877697841727,342.80008198565105,191.6436350067594,10.933230869630583,732.36163414849,137.650641715185,286,113.0,29,363,89,97,88,89,1.0,1,1,1,1,1,1,1
,,,,1,,,11,113.0,213345,1440,4,8,0.9,0.0,120.0,120.0,q_learning,True,,simulation ended,563,281,125,156,0.5551601423487544,381.5789027354696,216.03235302785643,11.144451947627218,872.8002486259472,148.4298230892036,283,-394.0,28,358,92,78,104,84,0.995,1,1,1,1,1,1,1
