trial_index,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,objective_mean,objective_std,best_objective_so_far,total_reward_mean,total_reward_std,late_order_fraction_mean,n_valid_replications,best_training_reward,best_training_episode,best_training_seed,q_table_size,trial_dir
0,0.24840857982635497,0.7594258129596709,0.9997223559886217,0.016515138670802117,-29.29695188999176,40.67402724176645,-268.0,0.0,-268.0,268.0,0.0,0.4317343173431734,1,455.0,18,230345,18,C:\Workspace ZHAW\6. Semester\BA\BA-Simulation-Optimization\RL\rl_tuning_laptop\stage1\trial_000
1,0.3220550875365734,0.8607261352241039,0.9992637801135891,0.08682622757740319,45.18554946407676,282.50871897675097,-508.0,0.0,-508.0,508.0,0.0,0.3874538745387454,1,496.0,31,243345,18,C:\Workspace ZHAW\6. Semester\BA\BA-Simulation-Optimization\RL\rl_tuning_laptop\stage1\trial_001
2,0.46879510521888734,0.8330836376268417,0.9997092041088268,0.04883494970388711,94.69089651480317,269.9492330197245,-588.0,0.0,-588.0,588.0,0.0,0.3726937269372694,1,536.0,31,243345,19,C:\Workspace ZHAW\6. Semester\BA\BA-Simulation-Optimization\RL\rl_tuning_laptop\stage1\trial_002
3,0.12419825777411461,0.9321540180593729,0.9992177816870157,0.06852651081979275,9.047658573836088,176.313809864223,-508.0,0.0,-588.0,508.0,0.0,0.3874538745387454,1,396.0,31,243345,18,C:\Workspace ZHAW\6. Semester\BA\BA-Simulation-Optimization\RL\rl_tuning_laptop\stage1\trial_003
4,0.054639580994844436,0.7842413069121539,0.9993697748241015,0.05590791534632445,1.0810282453894615,82.90226778946817,-488.0,0.0,-588.0,488.0,0.0,0.39114391143911437,1,375.0,18,230345,18,C:\Workspace ZHAW\6. Semester\BA\BA-Simulation-Optimization\RL\rl_tuning_laptop\stage1\trial_004
