replication,eval_seed,objective_value,q_table_size,alpha,gamma,target_final_epsilon,risk_t1,risk_window,epsilon_decay,epsilon_min,label,error,episode,baseline_rule,action_random_seed,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
0,312345,-568.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,312345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,487,271,169,102,0.3763837638376384,310.88416649884437,176.57032316624867,8.950989732365354,944.2390488272055,109.3254777929539,217,568.0,34,350,86,1,69,194,0.02000000000000081,1,1,1,1,1,1,1
1,313345,-167.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,313345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,562,280,153,127,0.45357142857142857,334.6578176499333,192.83006439019212,17.187548032176835,677.1323520394799,135.416784777984,282,167.0,31,357,28,5,115,209,0.02000000000000081,1,1,1,1,1,1,1
2,314345,133.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,314345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,561,276,136,140,0.5072463768115942,365.9234474692388,218.06556727702593,12.633594345573625,757.3597766994299,148.05837788147468,286,-133.0,31,359,16,13,225,105,0.02000000000000081,1,1,1,1,1,1,1
3,315345,-134.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,315345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,526,288,154,134,0.4652777777777778,330.89651801310816,195.747079426963,11.067006805049784,659.8371597517523,124.84367175576061,239,134.0,22,359,41,43,167,108,0.02000000000000081,1,1,1,1,1,1,1
4,316345,369.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,316345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,584,281,127,154,0.5480427046263345,370.73101387793855,220.4282852455039,18.396518633717015,843.3243522936968,152.08948657422883,304,-369.0,33,357,40,202,33,82,0.02000000000000081,1,1,1,1,1,1,1
5,317345,-100.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,317345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,527,277,148,129,0.4657039711191336,339.4408299904593,203.71461821008154,10.790077922669727,826.5641568825887,126.39784038075321,251,100.0,30,352,73,129,19,131,0.02000000000000081,1,1,1,1,1,1,1
6,318345,73.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,318345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,552,282,142,140,0.49645390070921985,347.5793482011395,203.516079054607,8.83969723567143,1039.4305375659844,130.76134924175673,271,-73.0,31,360,221,11,1,127,0.02000000000000081,1,1,1,1,1,1,1
7,319345,-267.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,319345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,552,278,157,121,0.4352517985611511,343.5125672063162,204.52713594156864,11.613480675584368,928.2613558743462,132.63484639295993,274,267.0,31,357,94,110,0,153,0.02000000000000081,1,1,1,1,1,1,1
8,320345,223.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,320345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,567,283,135,148,0.5229681978798587,367.4602108648869,232.8812718297746,14.103620939431089,904.8609839688646,150.57266652830006,285,-223.0,31,358,7,214,0,137,0.02000000000000081,1,1,1,1,1,1,1
9,321345,136.0,24,0.7,0.2,0.02,40.0,120.0,0.9960956189881034,0.02,,,,,,,321345,1440.0,4,8,0.9,160.0,q_learning,False,,simulation ended,572,276,136,140,0.5072463768115942,352.4935445494515,215.13320529896427,12.324706307787704,881.0134353766297,142.01650264372986,297,-136.0,32,354,74,213,0,67,0.02000000000000081,1,1,1,1,1,1,1
