method,run_index,trial_index,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity,objective_mean,objective_std,n_valid_replications,n_orders_completed_mean,n_orders_in_date_mean,n_orders_late_mean,n_orders_created_mean,n_orders_incomplete_mean,late_order_fraction_mean,time_in_system_mean_mean,time_in_system_std_mean,wip_time_in_system_mean_mean,wip_time_in_system_std_mean,wip_time_in_system_min_mean,wip_time_in_system_max_mean,wip_mean_mean,work_in_progress_mean_mean,completed_norm_mean,late_total_norm_mean,on_time_loss_norm_mean,station_capacity_norm_mean,worker_capacity_norm_mean,time_in_system_mean_norm_mean,time_in_system_std_norm_mean,objective_completed_contribution_mean,objective_late_contribution_mean,objective_station_capacity_contribution_mean,objective_worker_capacity_contribution_mean,objective_time_mean_contribution_mean,objective_time_std_contribution_mean,best_objective_so_far
random_search,13,0,3,1,3,2,5,3,9,3.416884247963642,0.026012891696221077,30,319.46666666666664,113.03333333333333,206.43333333333334,999.7666666666667,680.3,0.6461912409756966,499.8516153864336,279.3813530566948,492.0852464565295,285.58455820111885,1.471537065418776,984.4927806159454,343.40071209901777,343.40071209901777,0.31968875082744397,0.8868696726270684,0.8868696726270684,0.4583333333333334,0.888888888888889,1.3884767094067598,0.7760593140463743,-0.1118910627896054,0.7094957381016547,1.375,0.888888888888889,0.555390683762704,0.0,3.416884247963642
random_search,13,1,2,1,5,4,2,2,9,3.288668328930292,0.022877484957098265,30,321.1333333333333,115.13333333333334,206.0,1002.4333333333333,681.3,0.6414878142459115,498.5198615529237,279.7482965476542,491.07167247486575,284.6054211708453,1.3958674392258748,984.0220452020866,343.6035391826301,343.6035391826301,0.32055277203609195,0.8850774412162608,0.8850774412162608,0.4166666666666666,0.888888888888889,1.3847773932025655,0.7770786015212618,-0.11219347021263218,0.7080619529730086,1.25,0.888888888888889,0.5539109572810262,0.0,3.288668328930292
random_search,13,2,4,3,3,5,5,5,7,2.879119942345086,0.06425248647998613,30,911.2333333333333,911.2333333333333,0.0,999.4666666666667,88.23333333333333,0.0,78.462176518189,32.695688475541445,63.488572370313825,36.99062452622358,1.3151046397542057,133.42175974505366,54.193662245774995,54.193662245774995,0.9128060177851317,0.08719398221486832,0.08719398221486833,0.7916666666666669,0.6666666666666669,0.2179504903283028,0.09082135687650401,-0.319482106224796,0.06975518577189467,2.375,0.6666666666666669,0.08718019613132112,0.0,2.879119942345086
random_search,13,3,3,3,2,1,4,4,7,2.4177954463150444,0.12027172740152968,30,679.8333333333334,544.0333333333333,135.8,1006.0,326.1666666666667,0.1934891206241237,222.08046972283864,117.0047750326672,236.54774111039276,136.25845849253648,1.5070691493447839,474.36874295195236,169.74445714998157,169.74445714998157,0.6764664398264595,0.45766994514727216,0.45766994514727216,0.4583333333333334,0.6666666666666669,0.6168901936745518,0.3250132639796312,-0.23676325393926081,0.3661359561178177,1.375,0.6666666666666669,0.2467560774698207,0.0,2.4177954463150444
random_search,13,4,2,3,5,1,1,5,1,2.2746110216990263,0.07232477262937857,30,63.03333333333333,48.766666666666666,14.266666666666667,990.4,927.3666666666667,0.08857668054148535,145.06375234619202,71.02785928430383,671.608630664473,388.9859603289453,1.5914728602328296,1358.5678927872407,444.1996150661689,444.1996150661689,0.06348790914891146,0.9508123035622765,0.9508123035622765,0.4583333333333334,0.0,0.40295486762831134,0.19729960912306624,-0.02222076820211901,0.7606498428498212,1.375,0.0,0.16118194705132455,0.0,2.2746110216990263
random_search,13,5,2,5,4,5,4,4,9,2.858867962794074,0.14334144902447318,30,972.7333333333333,972.7333333333333,0.0,1012.3666666666667,39.63333333333333,0.0,23.267395752201818,6.858890171277304,29.383543434999446,17.092425204193933,1.573450728629132,60.862932253742784,24.697810916124563,24.697810916124563,0.9616292069927875,0.03837079300721248,0.038370793007212495,0.75,0.888888888888889,0.06463165486722729,0.019052472697992515,-0.3365702224474756,0.03069663440576999,2.25,0.888888888888889,0.02585266194689091,0.0,2.2746110216990263
random_search,13,6,1,5,3,4,2,1,2,2.1079375296339338,0.047424750299556416,30,376.2,239.63333333333333,136.56666666666666,1012.0333333333333,635.8333333333334,0.2645670323334492,240.11756480658156,128.28065864834122,450.97324575418173,260.2211373265834,1.2633156489475823,910.6239185992989,290.22847331763256,290.22847331763256,0.37193659935584267,0.7627586675847898,0.7627586675847898,0.4166666666666666,0.11111111111111112,0.6669932355738376,0.3563351629120588,-0.13017780977454493,0.6102069340678322,1.25,0.11111111111111112,0.26679729422953513,0.0,2.1079375296339338
random_search,13,7,2,1,4,3,2,2,6,2.7003052726349566,0.024550895859380722,30,321.26666666666665,114.96666666666667,206.3,993.3333333333334,672.0666666666667,0.6422114710735021,495.6015237952579,277.3850541149868,489.9409666378768,281.59160680174784,1.58490982769052,976.2720927319268,339.3557531757869,339.3557531757869,0.32366320082247857,0.8842043469934496,0.8842043469934496,0.3333333333333334,0.5555555555555556,1.376670899431272,0.7705140392082966,-0.1132821202878675,0.7073634775947597,1.0,0.5555555555555556,0.5506683597725087,0.0,2.1079375296339338
random_search,13,8,5,3,2,2,2,3,2,2.2118382123552016,0.05082421885842483,30,404.3333333333333,269.0,135.33333333333334,1003.9333333333333,599.6,0.27667074798031016,252.63147901976683,135.26200218386273,433.9577596259639,250.56333907712605,1.5983520977665042,870.6513301885115,270.1661597430574,270.1661597430574,0.4015802841359114,0.7319731966704535,0.7319731966704534,0.4583333333333334,0.11111111111111112,0.7017541083882411,0.3757277838440632,-0.14055309944756897,0.5855785573363625,1.375,0.11111111111111112,0.2807016433552965,0.0,2.1079375296339338
random_search,13,9,4,1,3,2,5,1,10,3.3983639335721394,0.024610741536088953,30,319.23333333333335,114.83333333333333,204.4,1004.3333333333334,685.1,0.6404074173320022,496.170679672207,278.25820660656547,487.5349338301204,283.9511009850757,1.423911213484727,982.2350574920221,341.98237802687083,341.98237802687083,0.3181148236809914,0.8855042083364314,0.8855042083364314,0.4166666666666666,1.0,1.3782518879783532,0.7729394627960152,-0.11134018828834695,0.708403366669145,1.25,1.0,0.551300755191341,0.0,2.1079375296339338
