experiment,group,metric,n,mean,standard_error,median,q1,q3,iqr,min,max
fixed120,Q-learning,total_reward,30,284.1666666666667,58.55613444572698,255.5,81.75,418.5,336.75,-229.0,1243.0
fixed120,Random agent,total_reward,30,104.16666666666667,58.53728713114684,58.5,-102.0,279.25,381.25,-509.0,1003.0
fixed120,Baseline: EDD,total_reward,30,27.5,55.91976497574474,42.5,-179.5,127.25,306.75,-589.0,943.0
fixed120,Baseline: FIFO,total_reward,30,109.5,51.57616285371222,58.5,-69.0,215.75,284.75,-469.0,763.0
fixed120,Baseline: Highest Lateness Risk,total_reward,30,362.8333333333333,58.2376637488765,380.5,144.75,487.25,342.5,-329.0,1203.0
fixed120,Baseline: Longest Waiting Time,total_reward,30,109.5,51.57616285371222,58.5,-69.0,215.75,284.75,-469.0,763.0
