candidate_rank,source_trial_index,alpha,gamma,target_final_epsilon,risk_t1,risk_window,epsilon_decay,epsilon_min,stage1_objective_mean,stage1_total_reward_mean,objective_mean,objective_std,total_reward_mean,total_reward_std,late_order_fraction_mean,n_valid_replications,best_training_reward,best_training_episode,best_training_seed,best_evaluation_reward,best_evaluation_replication,best_evaluation_seed,q_table_size,candidate_dir,q_table_path
9,98,0.0088791279454332,0.95,0.0030963445538284,175.214912,758.004,0.9994224135633575,0.0030963445538284,-346.2,346.2,-370.1666666666667,316.02783414443576,370.1666666666667,316.02783414443576,0.4182863193687554,30,1506.0,7830,8042345,1243.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_09_trial_098,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_09_trial_098/q_table.pkl
8,44,0.0093543331320275,0.95,0.0005,175.214912,758.004,0.999240198549462,0.0005,-346.2,346.2,-362.1666666666667,315.2653051695955,362.1666666666667,315.2653051695955,0.4196997799688499,30,1527.0,1707,1919345,1203.0,26,338345,25,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_08_trial_044,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_08_trial_044/q_table.pkl
5,49,0.0073951168637843,0.925777498054689,0.0027822079685103,175.214912,758.004,0.9994117220600354,0.0027822079685103,-346.2,346.2,-358.1666666666667,316.41603814503827,358.1666666666667,316.41603814503827,0.4204158882125148,30,1466.0,7830,8042345,1203.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_05_trial_049,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_05_trial_049/q_table.pkl
7,79,0.0100675926746522,0.95,0.0044140710519356,175.214912,758.004,0.9994578512283512,0.0044140710519356,-346.2,346.2,-353.5,320.37733679371655,353.5,320.37733679371655,0.4213173437945541,30,1486.0,7830,8042345,1203.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_07_trial_079,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_07_trial_079/q_table.pkl
10,17,0.0065732556252649,0.3119104722873334,0.0265271946634871,175.214912,758.004,0.9996371073756156,0.0265271946634871,-342.2,342.2,-297.5,338.72008075023876,297.5,338.72008075023876,0.4312429547576896,30,1376.0,9396,9608345,1183.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_10_trial_017,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_10_trial_017/q_table.pkl
1,90,0.0157531021818799,0.01,0.0146020625959428,175.214912,758.004,0.9995774300591824,0.0146020625959428,-350.2,350.2,-296.8333333333333,283.8536635290279,296.8333333333333,283.8536635290279,0.431303238918531,30,1386.0,7830,8042345,863.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_01_trial_090,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_01_trial_090/q_table.pkl
2,30,0.0074109518278785,0.6438811823642414,0.0240084268475511,175.214912,758.004,0.9996271344924664,0.0240084268475511,-346.2,346.2,-178.16666666666666,327.9578487774193,178.16666666666666,327.9578487774193,0.45259465238491187,30,1336.0,9396,9608345,983.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_02_trial_030,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_02_trial_030/q_table.pkl
4,51,0.006234271080087,0.95,0.0061281288128719,175.214912,758.004,0.9994906431836112,0.0061281288128719,-346.2,346.2,-176.16666666666666,321.2987741944413,176.16666666666666,321.2987741944413,0.4528675986338921,30,1490.0,3549,3761345,983.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_04_trial_051,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_04_trial_051/q_table.pkl
6,87,0.0235122523106661,0.95,0.0005,175.214912,758.004,0.999240198549462,0.0005,-346.2,346.2,-171.5,323.8085588100177,171.5,323.8085588100177,0.45370425824259475,30,1630.0,3549,3761345,983.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_06_trial_087,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_06_trial_087/q_table.pkl
3,45,0.012056808580447,0.8389752818635514,0.0005,175.214912,758.004,0.999240198549462,0.0005,-346.2,346.2,-146.83333333333334,324.5896171171066,146.83333333333334,324.5896171171066,0.4580418672065952,30,1547.0,1707,1919345,963.0,26,338345,26,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_03_trial_045,/cfs/earth/scratch/freyfab2/BA/BA-Simulation-Optimization/RL/rl_tuning_hpc/stage2/candidate_rank_03_trial_045/q_table.pkl
