episode,training_seed,q_table_size,best_total_reward_so_far,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity,label,error
17,229345,18,273.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,229345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,553,288,156,132,0.4583333333333333,333.7548133664575,182.8400943121528,18.536758418984277,722.3653027290364,125.60120540191707,267,156.0,28,358,98,87,85,88,0.9950679536116644,1,1,1,1,1,1,1,,
18,230345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,230345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,567,287,166,121,0.42160278745644597,332.42361652617006,201.76487312168882,13.228218142631192,876.7688640862871,133.63223648188435,280,375.0,25,360,93,91,91,85,0.9947785919393161,1,1,1,1,1,1,1,,
19,231345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,231345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,549,293,155,138,0.4709897610921502,363.86468966262646,201.0506422371233,11.251793673867851,831.4247669114175,135.1312527704555,256,86.0,28,351,96,81,74,100,0.994489314412153,1,1,1,1,1,1,1,,
20,232345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,232345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,531,277,149,128,0.4620938628158845,343.68799298754476,194.70245803677602,18.790375896693433,766.8507421616813,127.18099207298866,254,93.0,39,356,89,81,102,84,0.9942001210057063,1,1,1,1,1,1,1,,
21,233345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,233345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,559,277,145,132,0.47653429602888087,350.23208238307507,198.5159159026669,11.784149506711213,785.6239516977032,136.99521099005344,282,19.0,37,350,78,102,88,82,0.993911011695514,1,1,1,1,1,1,1,,
22,234345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,234345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,552,272,139,133,0.4889705882352941,372.93871284360233,213.59298059587584,10.624825332576295,751.6533748335869,139.16223768203898,281,-45.0,35,355,88,89,90,88,0.9936219864571212,1,1,1,1,1,1,1,,
23,235345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,235345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,580,285,145,140,0.49122807017543857,360.5263961132666,202.32391202318342,9.734403671655716,832.1373078292587,141.21896785771182,295,-40.0,30,356,90,93,85,88,0.9933330452660801,1,1,1,1,1,1,1,,
24,236345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,236345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,540,278,134,144,0.5179856115107914,400.5604793853618,214.85739570310162,13.073141920717454,932.8673346610942,143.61207512871187,263,-214.0,38,355,83,74,104,94,0.9930441880979501,1,1,1,1,1,1,1,,
25,237345,18,375.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,237345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,574,268,137,131,0.48880597014925375,350.44951275596,208.35084545930195,11.301593935765213,834.0726979922204,143.27460591898404,307,-42.0,34,357,79,94,86,98,0.9927554149282979,1,1,1,1,1,1,1,,
26,238345,18,447.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,238345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,512,282,168,114,0.40425531914893614,319.36632303884085,170.59262061344336,13.354091092211767,732.5111306579573,112.60822924134615,230,447.0,31,360,86,80,108,86,0.9924667257326968,1,1,1,1,1,1,1,,
27,239345,18,447.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,239345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,530,267,134,133,0.49812734082397003,383.06498537309494,212.42057391412368,12.931174323866184,959.3606287111045,143.68285137404098,264,-104.0,38,357,95,85,103,74,0.9921781204867276,1,1,1,1,1,1,1,,
28,240345,18,447.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,240345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,543,275,129,146,0.5309090909090909,404.18127933642637,218.82824654427242,13.491593196527495,887.0084481122317,150.20763292062506,273,-257.0,29,353,94,81,90,88,0.9918895991659781,1,1,1,1,1,1,1,,
29,241345,18,447.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,241345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,564,285,155,130,0.45614035087719296,335.5604865380288,207.2952430886743,18.39785999804201,858.636035141197,132.1672335747394,280,145.0,35,357,79,90,98,90,0.9916011617460432,1,1,1,1,1,1,1,,
30,242345,18,447.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,242345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,564,281,158,123,0.4377224199288256,343.21205410125367,186.78655239818036,19.366452882155006,762.2280087321793,133.85788639170096,283,254.0,32,359,82,87,93,97,0.9913128082025249,1,1,1,1,1,1,1,,
31,243345,18,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,243345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,550,292,177,115,0.3938356164383562,315.31404734909955,196.18777621457127,12.92857461238317,822.8811115902251,130.60326868060545,258,536.0,28,350,104,82,74,90,0.9910245385110322,1,1,1,1,1,1,1,,
32,244345,18,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,244345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,575,266,130,136,0.5112781954887218,373.4948162947024,215.2819178626452,8.95165207370905,960.3866773950556,149.08931566193945,310,-180.0,40,359,98,97,84,80,0.9907363526471814,1,1,1,1,1,1,1,,
33,245345,18,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,245345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,603,278,133,145,0.5215827338129496,373.17638176498275,217.83193571783121,12.242182276382453,826.8870908309043,156.3388522880885,326,-225.0,35,359,76,95,91,97,0.9904482505865957,1,1,1,1,1,1,1,,
34,246345,18,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,246345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,537,280,160,120,0.42857142857142855,334.47452175086846,220.28584115970426,11.364374279214157,822.9895523836578,128.85449948377314,257,301.0,33,361,85,101,83,92,0.9901602323049055,1,1,1,1,1,1,1,,
35,247345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,247345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,541,283,121,162,0.5724381625441696,392.9503853568173,198.77084737362094,9.832390427471468,773.7988056674999,138.1496031988319,259,-506.0,32,356,95,77,85,99,0.9898722977777481,1,1,1,1,1,1,1,,
36,248345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,248345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,593,276,129,147,0.532608695652174,396.9654458512157,222.69458757538305,15.659879779793844,1035.2685400474866,168.01918384040377,318,-255.0,25,358,91,81,86,100,0.9895844469807682,1,1,1,1,1,1,1,,
37,249345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,249345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,573,276,131,145,0.5253623188405797,388.9515855187707,202.42902481599052,17.66418014956022,979.6291533544111,149.42280132393907,297,-251.0,37,356,81,94,82,99,0.9892966798896173,1,1,1,1,1,1,1,,
38,250345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,250345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,575,271,132,139,0.5129151291512916,392.258447183751,230.04134554503338,17.4376458636697,897.0086143742362,154.82872018491406,304,-184.0,38,359,81,75,103,100,0.9890089964799541,1,1,1,1,1,1,1,,
39,251345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,251345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,557,266,137,129,0.4849624060150376,361.13918904526906,223.7419432460063,17.59358308340599,873.6196676291682,146.01317613851018,293,-19.0,33,358,106,71,81,100,0.9887213967274444,1,1,1,1,1,1,1,,
40,252345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,252345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,564,282,145,137,0.4858156028368794,337.4361953406059,201.10363371507884,11.189216817558755,811.7301134468927,132.55961121286614,282,-10.0,30,349,91,91,83,84,0.988433880607761,1,1,1,1,1,1,1,,
41,253345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,253345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,589,277,151,126,0.4548736462093863,353.80718752754325,212.07630837080677,13.109233404056688,822.882735507172,152.37837344925535,312,154.0,32,356,89,87,82,98,0.9881464480965839,1,1,1,1,1,1,1,,
42,254345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,254345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,572,282,137,145,0.5141843971631206,386.6470533991756,229.84166928725716,10.265701573260575,903.7231237718524,149.53272565027765,291,-155.0,25,349,74,82,106,87,0.9878590991696,1,1,1,1,1,1,1,,
43,255345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,255345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,583,291,136,155,0.5326460481099656,382.1384122013848,194.27932342227092,14.100763811382583,813.3372460446265,149.76243651337546,293,-271.0,27,353,81,74,100,98,0.9875718338025035,1,1,1,1,1,1,1,,
44,256345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,256345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,553,273,147,126,0.46153846153846156,340.85723041905317,195.99632006787485,9.82119439178858,847.7716925328102,133.5209262735431,281,111.0,33,358,73,82,107,96,0.9872846519709954,1,1,1,1,1,1,1,,
45,257345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,257345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,506,288,156,132,0.4583333333333333,335.7937518352474,182.11551057480244,12.567029784681822,732.121799620101,110.2639304424687,218,165.0,25,352,74,102,83,93,0.9869975536507838,1,1,1,1,1,1,1,,
46,258345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,258345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,558,291,150,141,0.4845360824742268,343.12122654890925,200.18353906117179,9.83282613738454,805.945441341916,129.90597913181742,267,0.0,30,353,74,102,86,91,0.9867105388175842,1,1,1,1,1,1,1,,
47,259345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,259345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,547,277,125,152,0.5487364620938628,390.67843433094686,227.5149918132245,11.952593625445093,892.9964854716586,147.19575298958588,270,-378.0,36,361,87,82,94,98,0.9864236074471188,1,1,1,1,1,1,1,,
48,260345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,260345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,549,272,151,121,0.44485294117647056,328.36264631708315,218.59051493768405,12.302143300563237,915.1420968421064,133.03871789137202,278,186.0,38,351,96,97,82,76,0.9861367595151169,1,1,1,1,1,1,1,,
49,261345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,261345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,561,279,133,146,0.5232974910394266,375.1598475155479,221.44723085123775,15.668809172664538,915.3696173575778,148.43878633246882,284,-202.0,24,352,86,102,94,70,0.9858499949973151,1,1,1,1,1,1,1,,
50,262345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,262345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,554,278,162,116,0.4172661870503597,338.04287721795384,214.62910608941922,13.76800097995157,833.0488961038986,132.76932109664145,280,379.0,27,360,88,94,92,86,0.9855633138694567,1,1,1,1,1,1,1,,
51,263345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,263345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,570,273,120,153,0.5604395604395604,405.77943233994955,209.53936903410954,18.689707996915203,803.8927842251103,156.04928147328698,298,-423.0,31,356,80,92,93,91,0.9852767161072924,1,1,1,1,1,1,1,,
52,264345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,264345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,530,293,161,132,0.45051194539249145,323.33047009726283,185.80669599477704,9.529204014054972,817.1700580993939,120.67694029891449,238,209.0,27,349,96,82,85,86,0.9849902016865798,1,1,1,1,1,1,1,,
53,265345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,265345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,561,289,162,127,0.43944636678200694,336.89632561810487,210.32851497245358,9.933207836654576,841.8078331323347,138.54317289075883,273,260.0,30,354,68,100,90,96,0.9847037705830834,1,1,1,1,1,1,1,,
54,266345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,266345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,559,278,152,126,0.45323741007194246,354.45834043796765,187.03563747196654,13.326552438908056,782.8081984700668,131.6279695605686,281,167.0,31,358,95,81,101,81,0.9844174227725752,1,1,1,1,1,1,1,,
55,267345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,267345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,577,285,157,128,0.44912280701754387,334.7123076779288,211.0454784074814,12.970319313887394,779.8026257739432,137.38669253623883,293,230.0,20,353,79,91,91,92,0.9841311582308335,1,1,1,1,1,1,1,,
56,268345,19,536.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,268345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,554,273,124,149,0.5457875457875457,385.67568656143953,209.47878134487155,10.217315187866674,816.3712304901317,145.91374665903496,281,-337.0,29,357,90,73,108,86,0.9838449769336445,1,1,1,1,1,1,1,,
57,269345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,269345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,550,282,174,108,0.3829787234042553,324.0996024978166,179.06897535684487,9.667309395192964,749.3940360588437,126.63908880583585,270,573.0,29,358,85,93,91,89,0.9835588788568008,1,1,1,1,1,1,1,,
58,270345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,270345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,503,293,169,124,0.4232081911262799,323.1510942700328,187.94336036786987,10.2943689145348,739.263446348612,107.4778119894782,211,366.0,28,361,99,83,94,85,0.9832728639761024,1,1,1,1,1,1,1,,
59,271345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,271345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,559,277,172,105,0.37906137184115524,328.60898494337096,204.4550096657804,18.783791077942997,810.3743674255052,136.68053866996195,282,571.0,33,357,86,107,92,72,0.982986932267356,1,1,1,1,1,1,1,,
60,272345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,272345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,583,283,133,150,0.5300353356890459,378.70388664601234,205.90584068833206,15.599720451680101,890.1552163025358,153.7916633913421,301,-248.0,26,361,90,92,84,95,0.9827010837063757,1,1,1,1,1,1,1,,
61,273345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,273345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,544,290,154,136,0.4689655172413793,369.25456734407476,200.2118487744957,9.210747044064375,894.5925732186618,135.4212544679247,254,105.0,25,363,89,90,90,94,0.9824153182689824,1,1,1,1,1,1,1,,
62,274345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,274345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,552,282,152,130,0.46099290780141844,336.4872156108644,195.2792866412391,10.58739344224029,806.4983411464318,127.13237926740642,271,133.0,29,358,88,91,84,95,0.9821296359310042,1,1,1,1,1,1,1,,
63,275345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,275345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,579,280,137,143,0.5107142857142857,386.4645226109856,229.38203193117394,13.689063077246175,1075.2585933445432,158.0411152377405,299,-162.0,34,362,105,99,76,82,0.981844036668276,1,1,1,1,1,1,1,,
64,276345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,276345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,525,283,151,132,0.4664310954063604,341.59995786049876,192.55537687559885,14.169142933867272,852.0952294471178,129.63880355422663,242,97.0,31,360,107,81,79,93,0.9815585204566399,1,1,1,1,1,1,1,,
65,277345,19,573.0,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,277345,1440.0,4,8,0.9,364.64012953452766,q_learning,True,,simulation ended,532,276,150,126,0.45652173913043476,338.5987541577361,187.99498159854804,9.877056696301851,696.9946162208787,125.25858134087306,256,150.0,30,360,89,101,87,83,0.9812730872719451,1,1,1,1,1,1,1,,
