method,run_index,final_best_objective,objective_mean,objective_std,n_valid_replications,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity,n_orders_completed_mean,n_orders_in_date_mean,n_orders_late_mean,n_orders_created_mean,n_orders_incomplete_mean,late_order_fraction_mean,time_in_system_mean_mean,time_in_system_std_mean,wip_time_in_system_mean_mean,wip_time_in_system_std_mean,wip_time_in_system_min_mean,wip_time_in_system_max_mean,wip_mean_mean,work_in_progress_mean_mean,completed_norm_mean,late_total_norm_mean,on_time_loss_norm_mean,station_capacity_norm_mean,worker_capacity_norm_mean,time_in_system_mean_norm_mean,time_in_system_std_norm_mean,objective_completed_contribution_mean,objective_late_contribution_mean,objective_station_capacity_contribution_mean,objective_worker_capacity_contribution_mean,objective_time_mean_contribution_mean,objective_time_std_contribution_mean
bo,10,1.1545625113531264,1.4557781276303896,0.0776652434171342,30,1,2,1,1,2,1,1,264.2333333333333,89.83333333333333,174.4,995.9,731.6666666666666,0.6391882609020548,514.0222027722567,284.915429293181,529.0726177440091,304.23720810555113,1.4172704519699968,1061.991340257042,366.9228134657767,366.9228134657767,0.2660088857031695,0.9096818209605452,0.9096818209605452,0.0833333333333333,0.0,1.4278394521451574,0.791431748036614,-0.0931031099961093,0.7277454567684358,0.25,0.0,0.5711357808580629,0.0
bo,11,1.723230221873617,1.917447243103467,0.0850442649665346,30,3,3,2,3,4,1,4,714.6666666666666,584.8333333333334,129.83333333333334,1007.0666666666668,292.4,0.1820551982917036,223.39467163961547,116.73551862041268,211.8809959994868,121.31158084459342,1.584763636055527,425.35826168190704,154.10041064819129,154.10041064819129,0.7101741181793976,0.4180731866389101,0.4180731866389101,0.4166666666666666,0.3333333333333334,0.6205407545544872,0.3242653295011463,-0.2485609413627891,0.3344585493111282,1.25,0.3333333333333334,0.2482163018217949,0.0
bo,12,1.1362982731618485,1.360818870457734,0.1608886182635169,30,1,3,1,1,1,1,1,208.1,80.23333333333333,127.86666666666666,1007.1666666666666,799.0666666666667,0.4830277926094889,402.6267597571826,224.72220262215623,569.5404384013899,329.07743930916405,1.3771146582402631,1145.9713387714398,391.9935436668802,391.9935436668802,0.2075361191932805,0.9201168072231408,0.9201168072231408,0.0833333333333333,0.0,1.1184076659921736,0.6242283406171008,-0.0726376417176482,0.7360934457785127,0.25,0.0,0.4473630663968694,0.0
bo,13,1.1649215920339298,2.888801642359621,0.0920393988220711,30,5,5,1,1,1,1,10,147.5,92.1,55.4,1009.0666666666668,861.5666666666667,0.1823916284604067,191.4876191035213,105.24738881881296,614.9166981650227,354.9797179480554,1.7323026752819866,1234.70499432522,408.1111999415563,408.1111999415563,0.1458725080210577,0.9088662486760708,0.9088662486760708,0.3333333333333334,1.0,0.531910053065337,0.2923538578300358,-0.0510553778073702,0.7270929989408569,1.0,1.0,0.2127640212261348,0.0
bo,14,1.1802609921679577,1.319254270989089,0.1523506035540643,30,1,2,1,2,1,1,1,180.7333333333333,78.23333333333333,102.5,1019.5,838.7666666666667,0.4124090816963722,353.69529003738285,192.4222418584609,594.0804965691597,341.4307515285414,1.306148097276825,1185.0249496456274,408.586059916706,408.586059916706,0.1778825467850177,0.9231479945695532,0.923147994569553,0.0833333333333333,0.0,0.9824869167705078,0.5345062273846135,-0.0622588913747562,0.7385183956556426,0.25,0.0,0.3929947667082032,0.0
bo,15,1.056557837725197,2.585559179197737,0.0666593277099121,30,1,2,5,1,5,1,9,627.8333333333334,407.5,220.33333333333331,1006.3,378.4666666666666,0.3510429805757286,283.7131172831604,149.1977035675385,269.44818812278135,155.09996710571122,1.7231845760521085,542.6856693431553,194.89470801277415,194.89470801277415,0.6245979012372361,0.5938034484507398,0.5938034484507398,0.375,0.888888888888889,0.7880919924532229,0.4144380654653847,-0.2186092654330326,0.4750427587605918,1.125,0.888888888888889,0.3152367969812891,0.0
bo,16,1.1305679948297098,1.289368728328925,0.1192514626242222,30,1,1,1,1,1,2,1,235.33333333333331,88.4,146.93333333333334,991.1666666666666,755.8333333333334,0.5635496799357712,467.2458822802486,261.03164194011936,550.4358310594022,318.08011206486685,1.734398886725815,1102.3551022110762,374.03477007309175,374.03477007309175,0.2378777354906921,0.910579805410211,0.910579805410211,0.0416666666666666,0.0,1.2979052285562462,0.7250878942781094,-0.0832572074217422,0.728463844328169,0.125,0.0,0.5191620914224986,0.0
bo,17,1.0383937199690985,2.245638596366357,0.0807368020557452,30,5,2,5,1,1,1,6,582.5666666666667,396.3666666666667,186.2,1002.6333333333332,420.06666666666666,0.2991452821680629,257.61340779226333,137.34650796423455,298.897478857503,171.13595614741004,1.4715618815728857,599.0914948315746,205.8651909931024,205.8651909931024,0.5824514118754839,0.6033798939975497,0.6033798939975495,0.375,0.5555555555555556,0.7155927994229538,0.3815180776784294,-0.2038579941564194,0.4827039151980397,1.125,0.5555555555555556,0.2862371197691815,0.0
bo,18,1.0490965701396229,2.0269839583066145,0.0838599251512956,30,1,5,5,1,5,1,3,707.2,596.4,110.8,990.5666666666668,283.3666666666667,0.1567266380155436,214.1518261482212,110.7851765656247,202.148561466507,115.95719835235332,1.2743174515804716,407.78138667794,145.37787580490206,145.37787580490206,0.7146981975744459,0.3961995396717812,0.3961995396717812,0.5,0.2222222222222222,0.5948661837450587,0.3077366015711796,-0.250144369151056,0.316959631737425,1.5,0.2222222222222222,0.2379464734980235,0.0
bo,19,1.1211902917227277,1.4784302609041673,0.0338510920316547,30,1,1,1,1,1,1,4,316.0,115.06666666666666,200.9333333333333,997.4333333333332,681.4333333333333,0.6345882110407535,493.6324253967493,277.59837656798834,495.8153564543148,286.02337517233906,1.5039205700151947,992.9853267903412,343.5245527531095,343.5245527531095,0.3171219537937428,0.8845114234194862,0.8845114234194862,0.0,0.3333333333333334,1.3712011816576368,0.7711066015777455,-0.1109926838278099,0.7076091387355891,0.0,0.3333333333333334,0.5484804726630547,0.0
