replication,eval_seed,objective_value,q_table_size,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,label,error,episode,baseline_rule,action_random_seed,best_total_reward_so_far,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity
0,312345,-688.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,312345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,487,271,175,96,0.35424354243542433,313.458934118379,190.3034502725193,8.950989732365354,969.2481080687692,109.3254777929539,217,688.0,34,350,67,23,134,126,0.9512282354250445,1,1,1,1,1,1,1
1,313345,-7.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,313345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,562,280,145,135,0.48214285714285715,340.1085439248343,205.4458401939394,17.187548032176835,954.6538173873797,135.416784777984,282,7.0,31,357,27,78,122,130,0.9512282354250445,1,1,1,1,1,1,1
2,314345,213.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,314345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,561,276,132,144,0.5217391304347826,374.5831479310951,236.1105169616628,12.633594345573625,955.3170768725124,148.05837788147468,286,-213.0,31,359,39,203,100,17,0.9512282354250445,1,1,1,1,1,1,1
3,315345,-254.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,315345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,526,288,160,128,0.4444444444444444,330.3696657398839,196.15820456738092,11.067006805049784,772.7530932132285,124.84367175576061,239,254.0,22,359,126,16,201,16,0.9512282354250445,1,1,1,1,1,1,1
4,316345,129.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,316345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,584,281,139,142,0.505338078291815,371.0480604728245,218.18204591497647,18.396518633717015,836.6264869215627,152.08948657422883,304,-129.0,33,357,184,37,24,112,0.9512282354250445,1,1,1,1,1,1,1
5,317345,-240.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,317345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,527,277,155,122,0.4404332129963899,334.18301149442715,202.38250176631993,10.790077922669727,1053.1100904144546,126.39784038075321,251,240.0,30,352,11,93,37,211,0.9512282354250445,1,1,1,1,1,1,1
6,318345,-47.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,318345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,552,282,148,134,0.475177304964539,347.64620350676375,203.0175023589305,8.83969723567143,1000.2430306151637,130.76134924175673,271,47.0,31,360,10,24,98,228,0.9512282354250445,1,1,1,1,1,1,1
7,319345,-427.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,319345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,552,278,165,113,0.4064748201438849,339.5686932746244,201.96773647850324,11.613480675584368,983.7717102060137,132.63484639295993,274,427.0,31,357,16,67,10,264,0.9512282354250445,1,1,1,1,1,1,1
8,320345,123.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,320345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,567,283,140,143,0.5053003533568905,363.391874340492,234.8880442625112,12.505778783697268,1143.6373250284973,150.57266652830006,285,-123.0,31,358,121,76,7,154,0.9512282354250445,1,1,1,1,1,1,1
9,321345,56.0,23,0.5,0.7,0.99995,0.1,120.0,360.0,,,,,,,321345,1440.0,4,8,0.9,480.0,q_learning,False,,simulation ended,572,276,140,136,0.4927536231884058,352.0158839171524,214.16569357206154,12.324706307787704,1077.6545497713453,142.01650264372986,297,-56.0,32,354,186,104,20,44,0.9512282354250445,1,1,1,1,1,1,1
