candidate_rank,source_trial_index,alpha,gamma,epsilon_decay,epsilon_min,risk_t1,risk_window,stage1_objective_mean,stage1_total_reward_mean,objective_mean,objective_std,total_reward_mean,total_reward_std,late_order_fraction_mean,n_valid_replications,best_training_reward,best_training_episode,best_training_seed,best_evaluation_reward,best_evaluation_replication,best_evaluation_seed,q_table_size,candidate_dir,q_table_path
1,2,0.4687951052188873,0.8330836376268417,0.9997092041088268,0.0488349497038871,94.69089651480316,269.9492330197245,-588.0,588.0,-62.2,201.316114053937,62.2,201.316114053937,0.47227877711385335,10,1009.0,518,730345,408.0,0,312345,23,C:\Workspace ZHAW\6. Semester\BA\BA-Simulation-Optimization\RL\rl_tuning_laptop\stage2\candidate_rank_01_trial_002,C:\Workspace ZHAW\6. Semester\BA\BA-Simulation-Optimization\RL\rl_tuning_laptop\stage2\candidate_rank_01_trial_002\q_table.pkl
